undefined"O 1","ဩ ၁","undefined","",""ဩ" အက္ခရာ၊ "ဩ"သရ။ လေးဆယ့်တစ်လုံး (လေးဆယ့်သုံးလုံး)သော အက္ခရာ, ရှစ်လုံး (ဆယ်လုံး)သော သရတို့တွင် ရှစ်လုံးမြောက်၊ လည်ချောင်း, နှုတ်ခမ်းအရပ်၌ ဖြစ်သော (ကဏ္ဌဩဋ္ဌဇ)၊ ရှည်သောအသံ ဖြင့် ရွက်ဆိုအပ်သော (ဒီဃ)၊ နိဂ္ဂဟိတ်မှတပါးသော ဗျည်းတို့၏ မှီရာဖြစ်သော (နိဿယ)-အက္ခရာ-သရ။ ကစ္စည်း။ ၂၊ ၄၊ ၅။ ရူ။ ၂၊ ၃၊၅။ နီတိ၊ သုတ္တ။ ၂၊ ၃၊ ၅။ မောဂ်။ ၁။ ၅။ (မောဂ်၊ ၁။ ၄-၌ ရဿမည်သော "ဩတ်"သရကို ဆိုထားသည်။)"
"Osakkanaparisakkanābhāva (pu)","ဩသက္ကနပရိသက္ကနာဘာဝ (ပု)","[ဩသက္ကနပရိသက္ကန + အဘာဝ]","[osakkanaparisakkana + abhāva]","အောက်သို့ဆုတ်ယုတ်-နိမ့်ဆင်း-ခြင်း, ထက်ဝန်းကျင်ဆုတ်ယုတ်ခြင်းတို့၏ မရှိခြင်း။"
"Osakkanavelā (thī)","ဩသက္ကနဝေလာ (ထီ)","[ဩသက္ကနာ + ဝေလာ]","[osakkanā + velā]","လျောကျရာအခါ။"
"Osakkanākāravirahita (ti)","ဩသက္ကနာကာရဝိရဟိတ (တိ)","[ဩသက္ကနာကာရ + ဝိရဟိတ]","[osakkanākāra + virahita]","တွန့်ဆုတ်-ဆုတ်နစ်-သော အခြင်းအရာမှ ကင်းသော။"
"Osakkanārahitapadhāna (na)","ဩသက္ကနာရဟိတပဓာန (န)","[ဩသက္ကနာရဟိတ + ပဓာန]","[osakkanārahita + padhāna]","တွန့်ဆုတ်-ဆုတ်နစ်-ခြင်းကင်းသော အားထုတ်ခြင်း။"
"Osakkanta (ti)","ဩသက္ကန္တ (တိ)","[အတ + သက္က + အ + အန္တ။","[ata + sakka + a + anta.","ထီ၌ ဩသက္ကန္တီ] (၁) ဆုတ်ယုတ်သော။ (၂) နောက်သို့ဆုတ်-ဆုတ်နစ်-သော၊ သူ။"
"Osakkanti (kri)","ဩသက္ကန္တိ (ကြိ)","[အဝ + သက္က + အ + အန္တိ]","[ava + sakka + a + anti]","(က) နောက်သို့ဆုတ်နစ်ကုန်၏၊ နောက်ဆုတ်ကုန်၏။ ဩသက္ကတိ (ဂ) ကြည့်။ (ခ) ဆုတ်ယုတ်-လျော့ပါး-ကုန်၏။ ဩသက္ကတိ (ဃ) ကြည့်။"
"Osakkamāna (ti)","ဩသက္ကမာန (တိ)","[အဝ + သက္က + အ + မာန]","[ava + sakka + a + māna]","ဆုတ်ယုတ်သော။"
"Osakkasampavatti (thī)","ဩသက္ကသမ္ပဝတ္တိ (ထီ)","[ဩသက္က + သမ္ပဝတ္တိ]","[osakka + sampavatti]","သက်ရောက်-ဆိုက်ရောက်-ခြင်း၏ ဖြစ်ခြင်း၊ သက်ရောက်သည်ဖြစ်၍-သက်ရောက်ခြင်း-ရောက်၍-ဖြစ်ခြင်း။"
"Osakkasi (kri)","ဩသက္ကသိ (ကြိ)","[အတ + သက္က + အ + သိ]","[ata + sakka + a + si]","တန့်ရပ်ဆုတ်နစ်၏၊ တွန့်ဆုတ်၏။ ဩသက္ကတိ (က) ကြည့်။"
"Osakkāpeti (kā, kri)","ဩသက္ကာပေတိ (ကာ၊ ကြိ)","[အဝ + သက္က + ဏာပေ + တိ]","[ava + sakka + ṇāpe + ti]","ဆုတ်ယုတ်-ကွယ်ပျောက်-စေ၏။"
"Osakkāpetuṃ (bya)","ဩသက္ကာပေတုံ (ဗျ)","[အဝ + သက္က + ဏာပေ + တုံ]","[ava + sakka + ṇāpe + tuṃ]","ဆုတ်ယုတ်-ကွယ်ပျောက်-စေခြင်းငှါ။"
"Osakkāpetvā (kri, vi)","ဩသက္ကာပေတွာ (ကြိ၊ ဝိ)","[အဝ + သက္က + ဏာပေ + တွာ]","[ava + sakka + ṇāpe + tvā]","ဆုတ်ယုတ်-ကွယ်ပျောက်-စေ၍။"
"Osakkāpenti (kā, kri)","ဩသက္ကာပေန္တိ (ကာ၊ ကြိ)","[အဝ + သက္က + ဏာပေ + အန္တိ]","[ava + sakka + ṇāpe + anti]","ဆုတ်ယုတ်-ကွယ်ပျောက်-စေကုန်၏။ ဩသက္ကာပေတိ- ကြည့်။"
"Osakkāpesi (kā, kri)","ဩသက္ကာပေသိ (ကာ၊ ကြိ)","[အဝ + သက္က + ဏာပေ + ဤ]","[ava + sakka + ṇāpe + ī]","ဆုတ်ယုတ်-ကွယ်ပျောက်-စေပြီ။ ဩသက္ကာပေတိ- ကြည့်။"
"Osakkāmi (kri)","ဩသက္ကာမိ (ကြိ)","[အဝ + သက္က + အ + မိ]","[ava + sakka + a + mi]","တန့်ရပ်ဆုတ်နစ်၏။ ဩသက္ကတိ (က) ကြည့်။"
"Osakkiṃsu (kri)","ဩသက္ကိံသု (ကြိ)","[အဝ + သက္က + ဥုံ]","[ava + sakka + uuṃ]","တန့်ရပ်ဆုတ်နစ်ကုန်ပြီ။ ဩသက္ကတိ (က) ကြည့်။"
"Osakki (kri)","ဩသက္ကိ (ကြိ)","[အတ + သက္က + ဤ]","[ata + sakka + ī]","နောက်သို့ဆုတ်နစ်ပြီ၊ နောက်ဆုတ်ပြီ။ ဩသက္ကတိ (ဂ) ကြည့်။"
"Osakkita (ti)","ဩသက္ကိတ (တိ)","[အဝ + သက္က + တ]","[ava + sakka + ta]","(၁) (က) ဆုတ်ယုတ်-ကွယ်ပျောက်-သော။ (ခ) အောက်သို့-ဆုတ်-ရွေ့-သော၊ စဉ်းငယ်အောက်သို့-ရွေ့လျော-လျောကျ-သော။ (ဂ) ဆုတ်နစ်သော၊ နောက်ကျ-နောက်ကျန်ရစ်-သော၊ သူ။ (ဃ) တွန့်ဆုတ်သော။ (၂) ဆုတ်-ရွေ့လျား-ရာ။"
"Osakkitabba (ti)","ဩသက္ကိတဗ္ဗ (တိ)","[အဝ + သက္က + တဗ္ဗ]","[ava + sakka + tabba]","လျှောကျ-ကွယ်ပျောက်-စေအပ်သော၊ လျှောကျ-ကွယ်ပျောက်-သော။"
"Osakkitamānasa (ti)","ဩသက္ကိတမာနသ (တိ)","[ဩသက္ကိတ + မာနသ]","[osakkita + mānasa]","တွန့်ဆုတ်သောစိတ်ရှိသော၊ သူ။"
"Osakkitasāsana (na)","ဩသက္ကိတသာသန (န)","[ဩသက္ကိတ + သာသန]","[osakkita + sāsana]","ဆုတ်ယုတ်သေော သာသနာ။"
"Osakkituṃ (bya)","ဩသက္ကိတုံ (ဗျ)","[အဝ + သက္က + တုံ]","[ava + sakka + tuṃ]","(က) ဆုတ်နစ်ခြင်း-ကွယ်ပျောက်ခြင်း-ငှါ။ (ခ) နောက်ဆုတ်ခြင်းငှါ။"
"Osakkitukāma (ti)","ဩသက္ကိတုကာမ (တိ)","[ဩသက္ကိတုံ + ကမု + ဏ]","[osakkituṃ + kamu + ṇa]","ဆုတ်နစ်ခြင်းငှါ အလိုရှိသော၊ သူ။"
"Osakkitosakkitaṭṭhāna (na)","ဩသက္ကိတောသက္ကိတဋ္ဌာန (န)","[ဩသက္ကိတောသက္ကိတ + ဌာန]","[osakkitosakkita + ṭhāna]","ဆုတ်ရာဆုတ်ရာ-ရွေ့လျားရာရွေ့လျားရာ-အရပ်။"
"Osakkittha (kri)","ဩသက္ကိတ္ထ (ကြိ)","[အတ + သက္က + အာ။","[ata + sakka + ā.","အာကို တ္ထပြု။] နောက်သို့ဆုတ်နစ်ပြီ၊ နောက်ဆုတ်ပြီ။ ဩသက္ကတိ (ခ) ကြည့်။"
"Osakkitvā (kri, vi)","ဩသက္ကိတွာ (ကြိ၊ ဝိ)","[အဝ + သက္က + တွာ]","[ava + sakka + tvā]","(က) နောက်သို့ဆုတ်၍။ (ခ) အောက်-၌-သို့-ရွေ့၍၊ ဆုတ်ခွါ၍။ (ဂ) ဆုတ်ယုတ်လျော့နည်း၍။ (ဃ) ရွေ့လျား-ရှောင်ရှား-ဖယ်ရှောင်-၍။ "
"Osakkissati (kri)","ဩသက္ကိဿတိ (ကြိ)","[အဝ + သက္က + ဿတိ]","[ava + sakka + ssati]","(က) နောက်သို့ဆုတ်နစ် လတ္တံ့၊ နောက်ဆုတ်လတ္တံ့။ ဩသက္ကတိ (ဂ) ကြည့်။ (ခ) ဆုတ်ယုတ်-ကွယ်ပျောက်-လတ္တံ့။ ဩသက္ကတိ (င) ကြည့်။"
"Osakkissanti (kri)","ဩသက္ကိဿန္တိ (ကြိ)","[အဝ + သက္က + ဿန္တိ]","[ava + sakka + ssanti]","ဆုတ်ယုတ်-လျော့ပါး-ကုန်လတ္တံ့။ ဩသက္ကတိ(ဃ) ကြည့်။"
"Osakketi (kā, kri)","ဩသက္ကေတိ (ကာ၊ ကြိ)","[အဝ + သက္က + ဏေ + တိ]","[ava + sakka + ṇe + ti]","ဆုတ်နစ်စေ၏၊ တားမြစ်၏။"
"Osakkeyyaṃ (kri)","ဩသက္ကေယျံ (ကြိ)","[အတ + သက္က + ဧယျံ]","[ata + sakka + eyyaṃ]","ဆုတ်နစ်ရာ၏၊ ဆုတ်နစ်ငြားအံ့။ ဩသက္ကတိ (၁) ကြည့်။"
"Osakkeyya (kri)","ဩသက္ကေယျ (ကြိ)","[အဝ + သက္က + ဧယျ]","[ava + sakka + eyya]","တန့်ရပ်ဆုတ်နစ်ရာ၏။ ဩသက္ကတိ (က) ကြည့်။"
"Osakkeyyāma (kri)","ဩသက္ကေယျာမ (ကြိ)","[အတ + သက္က + ဧယျာမ]","[ata + sakka + eyyāma]","ရှောင်ကြဉ်ကုန်ရာ၏။ ဩသက္ကတိ(က)ကြည့်။"
"Osagga (pu, na)","ဩသဂ္ဂ (ပု၊ န)","[အဝ + သက္က + ဏျ]","[ava + sakka + ṇya]","ဆုတ်နစ်ခြင်း။"
"Osajanti ","ဩသဇန္တိ ","[ဥ (အဝ) + သဇ + အ + အန္တိ]","[u (ava) + saja + a + anti]","ပစ်ချ-ပစ်လွှတ်-ကုန်၏။ ဩဿ(သ)ဇတိ(၁) ကြည့်။"
"Osaje ","ဩသဇေ ","[ဥ(အဝ) + သဇ + ဧယျ]","[u(ava) + saja + eyya]","စွန့်ရာ၏။ ဩဿ(သ)ဇတိ (၂) ကြည့်။"
"Osajja ","ဩသဇ္ဇ ","[ဥ(အဝ) + သဇ + တွာ]","[u(ava) + saja + tvā]","စွန့်၍။"
"Osajjana","ဩသဇ္ဇန","[ဥ(အဝ) + သဇ္ဖ + ယု]","[u(ava) + sajpha + yu]","စွန့်ခြင်း။"
"Osajji ","ဩသဇ္ဇိ ","[ဥ(အဝ) + သဇ(သဇ္ဇ) + ဤ]","[u(ava) + saja(sajja) + ī]","လွှတ်ပြီ။ ဩဿ(သ)ဇတိ (၁) ကြည့်။"
"Osajjitvāna (kri, vi)","ဩသဇ္ဇိတွာန (ကြိ၊ ဝိ)","[ဥ(အဝ) + သဇ္ဇ + တွာန။","[u(ava) + sajja + tvāna.","အဝ + သဇ + ယ + တွာန။ ဩဿဇ္ဇတိ-ကြည့်] စွန့်၍။"
"Osajjeyyaṃ ","ဩသဇ္ဇေယျံ ","[ဥ(အဝ) + သဇ္ဇ + ဇယျံ။","[u(ava) + sajja + jayyaṃ.","အဝ + သဇ + ယ + ဧယျံ။] လွှတ်ရာ၏။ ဩဿ (သ)ဇ္ဇတိ (၁) ကြည့်။"
"Osaṭa (ti)","ဩသဋ (တိ)","[အဝ + သရ + တ။","[ava + sara + ta.","အဝ + သဋ + အ] (၁) သက်ရောက်သော၊ စုဝေး-ပေါင်းစု-ပေါင်းဆုံ-စည်းဝေး-ရောက်လာသော။ (၂) သက်ရောက်-ဖြစ်ပေါ်လာ-သော၊ ထုတ်ဆောင်-ထုတ်ဖော်-အပ်သော။ (၃) ဝင်-ဝင်ရောက်-သက်ဝင်-သော၊ သူ။ (၄) ကပ်ရောက်သော။"
"Osaṭaparisā (thī)","ဩသဋပရိသာ (ထီ)","[ဩသဋာ + ပရိသာ]","[osaṭā + parisā]","သက်ရောက်-စုဝေးရောက်လာ-သော ပရိသတ်။"
"Osaṭasaṅgāma (ti)","ဩသဋသင်္ဂါမ (တိ)","[ဩသဋ + သင်္ဂါမ]","[osaṭa + saṅgāma]","သက်ရောက်သောဝါဒစစ်ပွဲရှိသော၊ သူ (မြတ်စွာဘုရား။)"
"Osa(ssa)ṭṭha (ti)","ဩသ(ဿ)ဋ္ဌ (တိ)","[ဥ(အဝ) + သဇ(သဇ္ဇ) + တ]","[u(ava) + saja(sajja) + ta]","ဓာန်၊ဋီ။၇၅၄။] စွန့်-စွန့်လွှတ်-အပ်သော။"
"Osaṇṭhita (ti)","ဩသဏ္ဌိတ (တိ)","[အတ + သံ + ဌာ + တ]","[ata + saṃ + ṭhā + ta]","အောက်၌ ကောင်းစွာတည်စေအပ်သော၊ ပိပိ ပြားပြား-ဖြီး-လိမ်းသပ်-အပ်သော။"
"Osaṇṭhetabba (ti)","ဩသဏ္ဌေတဗ္ဗ (တိ)","[အဝ + သံ + ဌာ + ဏေ + တဗ္ဗ]","[ava + saṃ + ṭhā + ṇe + tabba]","အောက်၌ ကောင်းစွာတည်စေအပ်သော၊ ပိပိ ပြားပြား-ဖြီး-လိမ်းသပ်-အပ်သော။"
"Osaṇṭheti (kā, kri)","ဩသဏ္ဌေတိ (ကာ၊ ကြိ)","[အဝ + သံ + ဌာ + ဏေ + တိ]","[ava + saṃ + ṭhā + ṇe + ti]","(ဆံပင်ကို) ဖြီး၍ အောက်၌ကောင်းစွာ တည်စေ၏၊ ပိပိပြားပြား-ဖြီး-လိမ်းသပ်-၏။"
"Osaṇṭhenti (kā, kri)","ဩသဏ္ဌေန္တိ (ကာ၊ ကြိ)","[အဝ + သံ + ဌာ + ဏေ + အန္တိ]","[ava + saṃ + ṭhā + ṇe + anti]","(ဆံပင်ကို) ဖြီး၍ အောက်၌ကောင်းစွာ တည်စေကုန်၏။ ပိပိပြားပြား-ဖြီး-လိမ်းသပ်-၏။ ဩသဏ္ဌေတိ-ကြည့်။"
"Osaṇṭhetvā (kri, vi)","ဩသဏ္ဌေတွာ (ကြိ၊ ဝိ)","[အဝ + သံ + ဌာ + ဏေ + တွာ]","[ava + saṃ + ṭhā + ṇe + tvā]","(ဆံပင်ကို) အောက်၌ ကောင်းစွာတည်စေ၍၊ ပိပိပြားပြား-ဖြီး-လိမ်းသပ်-၍။"
"Osaṇṭheyya (kā, kri)","ဩသဏ္ဌေယျ (ကာ၊ ကြိ)","[အဝ + သံ + ဌာ + ဏေ + ဧယျ]","[ava + saṃ + ṭhā + ṇe + eyya]","(ဆံပင်ကို) ဖြီး၍ အောက်၌ ကောင်းစွာတည်စေရာ၏။ ပိပိပြားပြား-ဖြီး-လိမ်းသပ်-ရာ၏။ ဩသဏ္ဌေတိ - ကြည့်။"
"Osaṇḍetvā (kri, vi)","ဩသဏ္ဍေတွာ (ကြိ၊ ဝိ)","undefined","","ဩသဏ္ဌေတွာ-ကြည့်။"
"Osaṇheti (kri)","ဩသဏှေတိ (ကြိ)","[(အဝ+သဏှ+ဣ=) ဩသဏှေ+တိ။","[(ava+saṇha+i=) osaṇhe+ti.","နိရုတ္တိ၊ ၇၁၂။ အဝ + သမ + ဍ + ဏေ + တိ။] (ဆံပင်) ဖြီး၏။ (ဆံပင်ကို အောက်၌ငြိမ်သက်ပေါင်းစုစေ၏။ စလင်း၊ ဂံ။)"
"Osaṇhetvā (kri, vi)","ဩသဏှေတွာ (ကြိ၊ ဝိ)","[(အဝ+သဏှ+ဣ=)ဩသဏှေ+တွာ။","[(ava+saṇha+i=)osaṇhe+tvā.","နိရုတ္တိ၊ ၇၁၂။ အဝ + သမ + ဍ + ဏေ + တွာ။စလင်း၊ ဂံ။ ] (ဆံပင်) ဖြီး၍။ (ဆံပင်ကို အောက်၌ငြိမ်သက်ပေါင်းစုစေ၍။ စလင်း၊ ဂံ။)"
"Osadha 1 (pu, na)","ဩသဓ ၁ (ပု၊ န)","[ဥသ + ဓ။","[usa + dha.","ဩသဓီ+ဏ။ ဩသဓ + ဏ။ ဪၑဓ (သံ)] (န) (၁) ဆေး၊ ရောဂါကိုပယ်ကြောင်း-ရောဂါကင်းပျောက်ကြောင်း-ဆေး။ (အမြစ်၊ အပွင့်၊ အသီး၊ အခေါက်၊ အရွက်၊ အပွေး၊ နို့ရည်၊ နို့စမ်း (ဒိန်ချဉ်)၊ ရက်တက်၊ ထောပတ်၊ ဆီဦး(မသကာ)၊ ပျားရည်၊ ဆီ၊ တင်လဲ- စသည်တို့ကိုလည်းကောင်း၊ ဖော်စပ်ထားသော ဆေးအားလုံးကို လည်းကောင်း၊ ငှက်ပျောဆေး-စသည်တို့ကိုလည်းကောင်းယူရမည်။ ဩသဓိ(ဓီ)-လည်းကြည့်။) (၂) ဆေးကုသမ၍။ (ပု) (၃) ဩသဓမည်သူ။"
"Osadha 2 (ti)","ဩသဓ ၂ (တိ)","[ဩသဓ + အ]","[osadha + a]","(၁) ‌ဆေးရှိသော၊ သူ (မြတ်စွာဘုရား)။ (၂) ဆေးနှင့်တူသော၊ (သူ၊ နိဗ္ဗာန်။)"
"Osadhakumāra (pu)","ဩသဓကုမာရ (ပု)","[ဩသဓ + ကုမာရ]","[osadha + kumāra]","ဩသဓ မည်သောသူငယ်။"
"Osadhagahaṇa (na)","ဩသဓဂဟဏ (န)","[ဩသဓ + ဂဟဏ]","[osadha + gahaṇa]","ဆေးကိုယူ-ခြင်း-ရာ။"
"Osadhaghaṭikā (thī)","ဩသဓဃဋိကာ (ထီ)","[ဩသဓ + ဃဋိကာ]","[osadha + ghaṭikā]","ဆေး-တုံး-ခဲ။"
"Osadhadāna (na)","ဩသဓဒါန (န)","[ဩသဓ + ဒါန]","[osadha + dāna]","ဆေးပေးခြင်း။"
"Osadhadāraka (pu)","ဩသဓဒါရက (ပု)","[ဩသဓ + ဒါရက]","[osadha + dāraka]","ဩသဓမည်သောသူငယ်။"
"Osadhanāmaka (ti)","ဩသဓနာမက (တိ)","[ဩသဓ + နာမ + က]","[osadha + nāma + ka]","ဩသဓ မည်သော၊ သူ။"
"Osadhaparibhāvita (ti)","ဩသဓပရိဘာဝိတ (တိ)","[ဩသဓ + ပရိဘာဝိတ]","[osadha + paribhāvita]","ဆေးဖြင့်ထုံအပ်သော။"
"Osadhappayoga (pu)","ဩသဓပ္ပယောဂ (ပု)","[ဩသဓ + ပယောဂ]","[osadha + payoga]","ဆေးနှင့်ယှဉ်ခြင်း၊ ဆေးကုခြင်း။"
"Osadhabala (na)","ဩသဓဗလ (န)","[ဩသဓ + ဗလ]","[osadha + bala]","ဆေး၏ အစွမ်း။"
"Osadhamantabala (na)","ဩသဓမန္တဗလ (န)","[ဩသဓမန္တ + ဗလ]","[osadhamanta + bala]","ဆေးအစွမ်း, မန္တန်အစွမ်း။"
"Osadhamūla (na)","ဩသဓမူလ (န)","[ဩသဓ + မူလ]","[osadha + mūla]","ဆေးမြစ်။"
"Osadharukkha (pu)","ဩသဓရုက္ခ (ပု)","[ဩသဓ + ရုက္ခ]","[osadha + rukkha]","အသီးမှည့်ခြင်းလျှင် အဆုံးရှိသော-အသီးမှည့်သော အခါ သေသွားသောသစ်ပင်၊ (စပါးပင်၊ ဝါးပင်၊ ငှက်ပျောပင် စသည်)။ ဩသဓိ(ဓီ) (၃) လည်းကြည့်။"
"Osadhavantu (ti)","ဩသဓဝန္တု (တိ)","[ဩသဓ + ဝန္တု]","[osadha + vantu]","ဆေးရှိသော၊ သူ (မြတ်စွာဘုရား)။ ဩသဓ ၂ ၁-ကြည့်။"
"Osadhavara (na)","ဩသဓဝရ (န)","[ဩသဓ + ဝရ]","[osadha + vara]","မြတ်သော ဆေး။"
"Osadhasama (ti)","ဩသဓသမ (တိ)","[ဩသဓ + သမ]","[osadha + sama]","ဆေးနှင့် တူသော၊ သူ။"
"Osadhaharitaka (pu, na)","ဩသဓဟရိတက (ပု၊ န)","[ဩသဓ + ဟရီတက]","[osadha + harītaka]","ဆေးဖြစ်သော-ဖန်ခါး-ကြဇု။"
"Osadhahāraka (ti)","ဩသဓဟာရက (တိ)","[ဩသဓ + ဟာရက။ ","[osadha + hāraka. ","ထီ၌ ဩသဓဟာရိကာ။] ဆေးကို ဆောင်သော၊ သူ။"
"Osadhahārikā (thī)","ဩသဓဟာရိကာ (ထီ)","[ဩသဓ + ဟာရိကာ]","[osadha + hārikā]","ဆေးကိုဆောင်သောမိန်းမ။ အထက်ပုဒ်ကြည့်။"
"Osadhāpaṇa (pu, na)","ဩသဓာပဏ (ပု၊ န)","[ဩသဓ + အာပဏ]","[osadha + āpaṇa]","ဆေးဆိုင်-ဆေးဆိုင်တန်း။"
"Osadhāmalaka (pu, na)","ဩသဓာမလက (ပု၊ န)","[ဩသဓ + အာမလက]","[osadha + āmalaka]","ဆေးဖြစ်သော-ဆီးဖြူသီး။"
"Osadhi (dhī)1 (thī)","ဩသဓိ (ဓီ)၁ (ထီ)","[ဩသ + ဓာ + ဣ (ဤ)။","[osa + dhā + i (ī).","ဩသဓီ + ဏိ။ (ဓာန်၊ ဋီ-အလို "ဆေးပင်" အနက်၌ ဩသဓိ= ဧကဝုစ်။ ဩသဓီ= ဗဟုဝုစ်။)ဩၑဓိ၊ ဩၑဓီ (သံ)] (၁) အသီးမှည့်ခြင်းလျှင် အဆုံးရှိသော-အသီးမှည့်သောအခါ သေသွားတတ်သော-သစ်ပင်၊ (စပါးပင်၊ ဝါးပင်၊ ငှက်ပျောပင် စသည်)။ (၂) ဆေး၊ ရောဂါ ကင်းပျောက်ကြောင်းဆေး။ (၃) ဆေးပင် (ဖန်ခါးပင် - စသည်)။ (၄) ဆေးမယ်။ (၅) ဆေးပင်စောင့်နတ်၊ အနှစ်ရှိသော သစ်ပင်ကို စောင့်သောနတ်။ (၆) ဩသဓီမြို့။"
"Osadhi (dhī)2 (thī)","ဩသဓိ (ဓီ)၂ (ထီ)","[ဥဿန္န + ဓာ + ဣ (ဤ)။","[ussanna + dhā + i (ī).","ဩသဓီ+ ဣ။ ဩသဓ + ဣ] သောက်ရှူး-သောကြာ-ကြယ်၊ ကြယ်ဖြူ။ (ဤကြယ်သည် ဆေးပင်တို့ကို အစွမ်း အာနိသင်ပိုမိုထက်မြက်စေသဖြင့် ဤ ကြယ်ထွက်ပေါ်လာချိန်၌ ဆေးပင် ဆေးမြစ်ခူးဆွတ်တူးယူခြင်း၊ စားသောက်ခြင်းတို့ကို ပြုရသည်။ ထို့ကြောင့် ဤကြယ်ကို "ဩသဓိ" ဟုခေါ်သည်။)"
"Osadhikā (thī)","ဩသဓိကာ (ထီ)","[ဩသဓ + ဣက + အာ (ဣတ္ထီပစ္စည်း။)]","[osadha + ika + ā (itthīpaccaññaḥ.)]","ဆေးလင်္ကာ၊ ဆေးကဗျာ၊ ဆေးဂါထာ၊ ဆေးဝါးမန္တန်။"
"Osadhijātika (ti)","ဩသဓိဇာတိက (တိ)","[ဩသဓိ + ဇာတိ + က]","[osadhi + jāti + ka]","အသီးမှည့်ခြင်းလျှင် အဆုံးရှိသော-အသီးမှည့်သော အခါ-ပျက်စီးခြင်းရှိသော-သေသော-သစ်ပင်ဇာတ်ရှိသော။"
"Osadhi (dhī) tāraka (thī, na)","ဩသဓိ (ဓီ) တာရက (ထီ၊ န)","[ဩသဓိ(ဓီ) + တာရက]","[osadhi(dhī) + tāraka]","သောက်ရှူးကြယ်၊ ကြယ်ဖြူ။ ဩသဓိ (ဓီ) (၁) လည်းကြည့်။"
"Osadhitārakapa(ppa)bhā (thī)","ဩသဓိတာရကပ(ပ္ပ)ဘာ (ထီ)","[ဩသဓိတာရက + ပဘာ]","[osadhitāraka + pabhā]","သောက်ရှူးကြယ်၏ အရောင်။"
"Osadhitārakapuucapuṇṇa (ti)","ဩသဓိတာရကပုဥ္စပုဏ္ဏ (တိ)","[ဩသဓိတာရကပုဥ္စ + ပုဏ္ဏ]","[osadhitārakapuuca + puṇṇa]","သောက်ရှူးကြယ် အစုအပုံနှင့် ပြည့်သော။"
"Osadhitārakavaṇṇa (ti)","ဩသဓိတာရကဝဏ္ဏ (တိ)","[ဩသဓိတာရက + ဝဏ္ဏ]","[osadhitāraka + vaṇṇa]","သောက်ရှူးကြယ်အဆင်းအရောင်ရှိသော။"
"Osadhitārakasamāna (ti)","ဩသဓိတာရကသမာန (တိ)","[ဩသဓိတာရက + သမာန]","[osadhitāraka + samāna]","သောက်ရှူးကြယ်နှင့်တူသော။"
"Osadhitārakobhāsa (pu)","ဩသဓိတာရကောဘာသ (ပု)","[ဩသဓိတာရက + ဩဘာသ]","[osadhitāraka + obhāsa]","သောက်ရှူးကြယ်၏ အ‌ရောင်။"
"Osadhitārakasamānavaṇṇa (ti)","ဩသဓိတာရကသမာနဝဏ္ဏ (တိ)","[ဩသဓိတာရကသမာန + ဝဏ္ဏ]","[osadhitārakasamāna + vaṇṇa]","သောက်ရှူးကြယ်နှင့်တူသော အဆင်း(အရောင်)ရှိသော။"
"Osadhitiṇavanappati (pu)","ဩသဓိတိဏဝနပ္ပတိ (ပု)","[(၁) ဩသဓိ + တိဏ + ဝနပ္ပတိ။ (၂) ဩသဓိတိဏဝနပ္ပတိ + ဏ]","[(1) osadhi + tiṇa + vanappati. (2) osadhitiṇavanappati + ṇa]"," (၁) ဆေးပင်, မြက်ပင်, တောစိုးသစ်ပင်။ (တိ) (၂) ဆေးပင်, မြက်ပင်, တောစိုးသစ်ပင်တို့၌ အစိုးရသောနတ်။"
"Osadhitiṇavanappatisugandha (pu)","ဩသဓိတိဏဝနပ္ပတိသုဂန္ဓ (ပု)","[ဩသဓိတိဏဝနပ္ပတိ + သုဂန္ဓ]","[osadhitiṇavanappati + sugandha]","ဆေးပင် မြက်ပင် တောစိုးသစ်ပင်တို့၏ ကောင်းသောအနံ့။"
"Osadhipaṇḍarasuddhasuuṇṇa (ti)","ဩသဓိပဏ္ဍရသုဒ္ဓသုဥဏ္ဏ (တိ)","[ဩသဓိပဏ္ဍရသုဒ္ဓ + သုဥဏ္ဏ]","[osadhipaṇḍarasuddha + suuṇṇa]","သောက်ရှူးကြယ်အတူဖွေးဖြူစင်ကြယ်သော ဥဏ္ဏလုံ မွေးရှင်ရှိသော၊ သူ (မြတ်စွာဘုရား။)"
"Osadhibhāvopekkhā (thī)","ဩသဓိဘာဝေါပေက္ခာ (ထီ)","[ဩသဓိဘာဝ + အပေက္ခာ]","[osadhibhāva + apekkhā]","ဩသဓိ - အဖြစ် - သဒ္ဒါ - ကို ငဲ့ခြင်း။"
"Osadhirukkha (pu)","ဩသဓိရုက္ခ (ပု)","[ဩသဓိ + ရုက္ခ]","[osadhi + rukkha]","အသီးမှည့်ခြင်းလျှင် အဆုံးရှိသောသစ်ပင်၊ အသီးမှည့်သောအခါ-ပျက်စီးခြင်းရှိသော-သေသွားသောသစ်ပင်(စပါးပင်၊ ဝါးပင်၊ ငှက်ပျောပင် စသည်)။"
"Osadhivisesa (ti)","ဩသဓိဝိသေသ (တိ)","[ဩသဓိ+ ဝိသေသ]","[osadhi+ visesa]","ဆေးပင်အထူး။ ဆေးဘက်ဝင်သစ်ပင်။"
"Osadhī 1 ","ဩသဓီ ၁ ","undefined","","ဩသဓိ (ဓီ) ၁ ကြည့်။"
"Osadhī 2","ဩသဓီ ၂","undefined","","ဩသဓိ (ဓီ) ၂ ကြည့်။"
